id,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
10263,10258.0,8.0,68.0,0.022734375,2991.0652920962193
10264,10252.0,7.0,8529.5,0.703078125,12131.653221325865
10265,10264.0,8.0,1646.0,0.21559375,7634.729670966808
10267,10264.0,8.0,2405.5,0.15665625,15355.276281667666
10268,10264.0,8.0,3842.5,0.2356875,16303.36780694776
10269,10264.0,8.0,629.5,0.09321875,6752.9332886356015
10270,10264.0,8.0,6.0,0.001921875,3121.951219512195
10272,10252.0,7.0,7084.0,0.888296875,7974.8113489648385
10273,10272.0,8.0,982.0,0.193109375,5085.201068047576
10274,10272.0,8.0,2992.0,0.2616875,11433.484595175541
10275,10272.0,8.0,2543.0,0.30940625,8218.96778103222
10276,10272.0,8.0,548.0,0.11915625,4599.003409388932
10277,10272.0,8.0,19.0,0.0049375,3848.1012658227846
10278,10005.0,6.0,27412.0,3.947640625,6943.894493942189
10279,10278.0,7.0,14139.5,1.8626875,7590.913666409422
10280,10279.0,8.0,1542.5,0.230171875,6701.513814404997
10281,10279.0,8.0,2760.5,0.46253125,5968.245388825079
10282,10279.0,8.0,6781.0,0.75565625,8973.657003432447
10283,10279.0,8.0,2975.0,0.3905625,7617.2187550008
10284,10279.0,8.0,80.5,0.023765625,3387.2452333990796
10285,10278.0,7.0,6130.0,1.217875,5033.357282151288
10286,10285.0,8.0,638.0,0.211859375,3011.431521498636
10287,10285.0,8.0,1601.0,0.401546875,3987.081209385579
10288,10285.0,8.0,2227.0,0.376234375,5919.18269031106
10289,10285.0,8.0,1595.5,0.217828125,7324.582167706763
10290,10285.0,8.0,68.5,0.01040625,6582.582582582582
10291,10278.0,7.0,7142.5,0.867078125,8237.435352206585
10292,10291.0,8.0,1183.5,0.12509375,9460.90432175868
10293,10291.0,8.0,1973.5,0.2971875,6640.588853838066
10294,10291.0,8.0,3411.0,0.359796875,9480.349155339383
10295,10291.0,8.0,569.5,0.08346875,6822.912766754025
10296,10291.0,8.0,5.0,0.00153125,3265.3061224489793
10297,10005.0,6.0,47652.5,5.25715625,9064.31114730516
10298,10297.0,7.0,6679.0,1.1773125,5673.090194829325
10299,10298.0,8.0,2292.0,0.252921875,9062.086859825786
10300,10298.0,8.0,2061.5,0.33521875,6149.715670737391
10301,10298.0,8.0,1506.5,0.366015625,4115.944503735325
10302,10298.0,8.0,777.5,0.205265625,3787.774986678846
10303,10298.0,8.0,41.5,0.017890625,2319.6506550218337
10325,10297.0,7.0,14799.5,1.896390625,7804.035626889899
10326,10325.0,8.0,4685.5,0.412265625,11365.245404585938
10327,10325.0,8.0,4372.0,0.486953125,8978.276913203914
10329,10325.0,8.0,4433.0,0.601875,7365.316718587746
10330,10325.0,8.0,1274.5,0.379296875,3360.1647785787845
10331,10325.0,8.0,34.5,0.016,2156.25
10332,10297.0,7.0,26174.0,2.183453125,11987.433895563936
10333,10332.0,8.0,5539.5,0.48365625,11453.382438457065
10335,10332.0,8.0,11219.5,0.50909375,22038.180590510095
10336,10332.0,8.0,8092.0,0.83690625,9668.944400881222
10337,10332.0,8.0,1249.5,0.32978125,3788.8752013645408
10338,10332.0,8.0,73.5,0.024015625,3060.507482108003
10339,10005.0,6.0,11058.5,1.226875,9013.550687722874
10346,10339.0,7.0,4914.5,0.718921875,6835.930538349525
10347,10346.0,8.0,1445.0,0.1199375,12047.94163626889
10348,10346.0,8.0,987.0,0.212921875,4635.503045424524
10349,10346.0,8.0,621.0,0.077625,8000.0
10350,10346.0,8.0,1278.0,0.1774375,7202.536104262063
10351,10346.0,8.0,541.5,0.11134375,4863.317429132752
10352,10346.0,8.0,42.0,0.01965625,2136.724960254372
10353,10339.0,7.0,6144.0,0.507953125,12095.604294195451
10354,10353.0,8.0,1172.0,0.084875,13808.541973490424
10355,10353.0,8.0,1517.5,0.13784375,11008.841532532306
10356,10353.0,8.0,1199.0,0.0730625,16410.60735671514
10357,10353.0,8.0,1597.0,0.122328125,13055.051730744668
10358,10353.0,8.0,588.5,0.0756875,7775.392237819983
10359,10353.0,8.0,70.0,0.01415625,4944.812362030905
10360,10005.0,6.0,11325.0,1.551015625,7301.667254319246
10361,10360.0,7.0,2433.0,0.26396875,9217.000118385226
10362,10360.0,7.0,2634.5,0.34825,7564.967695620962
10363,10360.0,7.0,1103.0,0.1559375,7073.346693386773
10364,10360.0,7.0,2952.5,0.47590625,6203.952984437587
10365,10360.0,7.0,1980.0,0.263484375,7514.677103718199
10366,10360.0,7.0,222.0,0.04346875,5107.117181883536
10367,10005.0,6.0,3410.0,0.395,8632.911392405063
10368,10367.0,7.0,1171.0,0.1109375,10555.492957746479
10369,10367.0,7.0,1522.0,0.166546875,9138.568345998687
10370,10367.0,7.0,519.0,0.084,6178.5714285714275
10371,10367.0,7.0,158.5,0.027,5870.37037037037
10372,10367.0,7.0,39.5,0.006515625,6062.350119904077
10373,10005.0,6.0,6828.5,0.85615625,7975.763769755813
10374,10373.0,7.0,1401.0,0.12846875,10905.375820968136
10375,10373.0,7.0,2022.0,0.239046875,8458.59206484084
10376,10373.0,7.0,1808.5,0.264375,6840.661938534278
10377,10373.0,7.0,1423.5,0.194765625,7308.78459687124
10378,10373.0,7.0,173.5,0.0295,5881.355932203391
10379,10004.0,5.0,380360.0,23.3463125,16292.08038742735
10380,10379.0,6.0,231164.0,8.23128125,28083.598771454926
10386,10379.0,6.0,2367.0,0.32590625,7262.824815418545
10387,10386.0,7.0,342.5,0.07715625,4439.044147428109
10388,10386.0,7.0,1206.5,0.11025,10943.310657596372
10389,10386.0,7.0,818.0,0.1385,5906.137184115523
10390,10379.0,6.0,33817.5,2.43503125,13887.912116117604
10398,10379.0,6.0,8776.5,0.724765625,12109.431928425138
10399,10398.0,7.0,3949.5,0.364328125,10840.502637560578
10405,10398.0,7.0,4827.0,0.3604375,13392.058262528175
10410,10379.0,6.0,3103.0,0.251671875,12329.546160054635
10416,10379.0,6.0,48864.0,5.783140625,8449.38817305692
10421,10379.0,6.0,1010.5,0.159328125,6342.257526723546
10423,10421.0,7.0,325.5,0.055703125,5843.478260869565
10424,10421.0,7.0,530.0,0.074671875,7097.719188114668
10425,10421.0,7.0,155.0,0.028953125,5353.480841878036
10426,10379.0,6.0,9641.5,1.632734375,5905.124647112301
10427,10426.0,7.0,3941.5,0.384109375,10261.400154578367
10431,10426.0,7.0,5700.0,1.248625,4565.021523676043
10432,10431.0,8.0,3126.5,0.601015625,5202.027817496425
10438,10431.0,8.0,2573.5,0.647609375,3973.8461167273867
10444,10379.0,6.0,3442.0,0.595671875,5778.349028145739
10449,10379.0,6.0,2336.5,0.699109375,3342.1093802382493
10454,10004.0,5.0,68590.5,21.32703125,3216.129764896368
10455,10454.0,6.0,24385.5,11.8685,2054.640434764292
10456,10455.0,7.0,18665.5,8.47478125,2202.475727618338
10457,10456.0,8.0,11892.0,5.105078125,2329.445252123345
10462,10456.0,8.0,392.0,0.2374375,1650.9607791524086
10467,10456.0,8.0,6381.5,3.132265625,2037.3431771132116
10473,10455.0,7.0,5091.5,3.298953125,1543.3683981187214
10474,10473.0,8.0,2036.5,2.156515625,944.347435460849
10475,10473.0,8.0,1183.0,0.341859375,3460.4872251931074
10476,10473.0,8.0,1872.0,0.800578125,2338.3102055155455
10490,10455.0,7.0,250.5,0.031125,8048.192771084337
10491,10455.0,7.0,378.0,0.063640625,5939.602258777313
10492,10454.0,6.0,43767.0,9.247609375,4732.790738146852
10493,10492.0,7.0,34440.0,5.70525,6036.54528723544
10494,10493.0,8.0,23144.5,3.1900625,7255.187006524167
10495,10494.0,9.0,4032.5,0.49084375,8215.44534284077
10496,10494.0,9.0,7196.0,0.801296875,8980.441861825555
10500,10494.0,9.0,4977.5,0.657828125,7566.566114819126
10503,10494.0,9.0,4164.5,0.714703125,5826.894908287969
10505,10494.0,9.0,2774.0,0.525390625,5279.881040892194
10507,10493.0,8.0,11295.5,2.5151875,4490.917675123624
10508,10507.0,9.0,2018.0,0.622875,3239.8153722657034
10509,10507.0,9.0,3165.0,0.62978125,5025.554508013695
10512,10507.0,9.0,2347.0,0.491859375,4771.689062549636
10514,10507.0,9.0,2391.5,0.45671875,5236.264112213479
10516,10507.0,9.0,1374.0,0.313953125,4376.449509779525
10523,10492.0,7.0,1494.0,0.466046875,3205.686123311094
10527,10492.0,7.0,746.0,0.54021875,1380.9220801758547
10531,10492.0,7.0,1029.0,0.4620625,2226.9714594887055
10535,10492.0,7.0,2763.5,1.052015625,2626.8621247902092
10544,10492.0,7.0,1887.5,0.649890625,2904.334864039622
10553,10492.0,7.0,1211.0,0.21071875,5746.996885659202
10554,10492.0,7.0,196.0,0.16140625,1214.32720232333
10555,10003.0,4.0,21418.5,4.45275,4810.173488293751
10557,10555.0,5.0,1794.0,0.27528125,6516.971279373369
10558,10555.0,5.0,6861.0,1.394734375,4919.216248613648
10559,10558.0,6.0,4594.0,0.908265625,5057.991708097507
10560,10558.0,6.0,2267.0,0.48646875,4660.114344446585
10561,10555.0,5.0,1376.0,0.420140625,3275.0939045706423
10562,10555.0,5.0,4554.5,0.94975,4795.472492761253
10563,10562.0,6.0,2300.0,0.3850625,5973.056322025645
10564,10562.0,6.0,1292.0,0.355421875,3635.116718688179
10565,10562.0,6.0,962.5,0.209265625,4599.417606212201
10566,10555.0,5.0,4254.5,0.743,5726.1103633916555
10567,10566.0,6.0,2384.0,0.38415625,6205.808183519076
10568,10566.0,6.0,1870.5,0.35884375,5212.575111033702
10569,10555.0,5.0,1612.5,0.48284375,3339.589670571484
10570,10002.0,3.0,70423.5,27.186828125,2590.353669659652
10571,10570.0,4.0,59192.5,22.490421875,2631.898162203772
10572,10571.0,5.0,13456.0,13.0101875,1034.266416221903
10573,10572.0,6.0,13456.0,13.0101875,1034.266416221903
10574,10571.0,5.0,17982.5,4.3243125,4158.464495801356
10575,10574.0,6.0,8433.0,2.198734375,3835.388256027971
10576,10574.0,6.0,783.5,0.215703125,3632.30713509598
10577,10574.0,6.0,8766.0,1.909875,4589.829177302179
10585,10571.0,5.0,11005.5,1.786109375,6161.71672017566
10586,10585.0,6.0,10181.5,1.527,6667.648984937787
10587,10586.0,7.0,3159.0,0.281171875,11235.120866907475
10588,10586.0,7.0,5057.5,0.94175,5370.321210512344
10589,10586.0,7.0,1965.0,0.304078125,6462.1550793895485
10590,10585.0,6.0,736.5,0.240625,3060.779220779221
10591,10585.0,6.0,87.5,0.018484375,4733.7278106508875
10592,10571.0,5.0,8664.5,2.02428125,4280.284668941136
10593,10592.0,6.0,1074.0,0.247453125,4340.215949990528
10594,10592.0,6.0,81.0,0.01246875,6496.240601503759
10595,10592.0,6.0,3366.0,0.6586875,5110.162254483348
10596,10595.0,7.0,716.0,0.154875,4623.083131557707
10597,10595.0,7.0,811.5,0.12990625,6246.812605244167
10598,10595.0,7.0,1838.5,0.37390625,4917.007939824489
10599,10592.0,6.0,563.0,0.09121875,6171.976704350805
10600,10592.0,6.0,3580.5,1.014453125,3529.487870619946
10608,10570.0,4.0,11231.0,4.69640625,2391.403000964834
10609,10608.0,5.0,616.0,0.994328125,619.5138048619514
10610,10609.0,6.0,551.5,0.7826875,704.6234927732971
10611,10609.0,6.0,64.5,0.211640625,304.7619047619048
10612,10608.0,5.0,4399.5,1.69628125,2593.6147086457513
10613,10612.0,6.0,3721.5,1.514046875,2457.982022518292
10614,10612.0,6.0,678.0,0.182234375,3720.4835805538887
10615,10608.0,5.0,2988.5,0.766171875,3900.5608239012954
10616,10615.0,6.0,2305.0,0.586015625,3933.3422210371946
10617,10616.0,7.0,1024.0,0.21390625,4787.143900657415
10618,10616.0,7.0,1281.0,0.372109375,3442.5362166701657
10619,10615.0,6.0,683.5,0.18015625,3793.928881179532
10620,10608.0,5.0,2093.5,0.6740625,3105.7950857672695
10621,10620.0,6.0,2087.5,0.670265625,3114.436907009814
10638,10620.0,6.0,6.0,0.003796875,1580.246913580247
10639,10001.0,2.0,228476.0,60.070484375,3803.465252147803
10640,10639.0,3.0,61532.5,17.777890625,3461.181154611811
10641,10640.0,4.0,23521.5,10.156609375,2315.8811303600023
10642,10641.0,5.0,3001.0,3.340140625,898.4651656694843
10643,10642.0,6.0,950.5,2.429421875,391.24534515027364
10644,10643.0,7.0,41.0,0.40825,100.42865890998164
10645,10643.0,7.0,126.0,0.463640625,271.7622080679406
10646,10643.0,7.0,604.5,1.41740625,426.48323301805675
10647,10646.0,8.0,210.0,0.43796875,479.4862647163753
10648,10646.0,8.0,15.5,0.0494375,313.5271807838179
10649,10646.0,8.0,218.0,0.82265625,264.99525166191836
10650,10646.0,8.0,161.0,0.10734375,1499.8544395924312
10651,10643.0,7.0,179.0,0.140125,1277.4308652988402
10652,10642.0,6.0,499.0,0.1019375,4895.156345800123
10653,10652.0,7.0,332.5,0.034859375,9538.323621694308
10654,10652.0,7.0,166.5,0.067078125,2482.1802935010483
10655,10642.0,6.0,533.5,0.067234375,7934.9291192191495
10656,10642.0,6.0,89.5,0.030875,2898.785425101215
10657,10642.0,6.0,928.5,0.710671875,1306.5101246619618
10658,10657.0,7.0,438.5,0.350015625,1252.8012142315076
10659,10658.0,8.0,57.0,0.08615625,661.588683351469
10660,10658.0,8.0,189.5,0.13859375,1367.305524239008
10661,10658.0,8.0,192.0,0.125265625,1532.742921292254
10662,10657.0,7.0,490.0,0.36065625,1358.634433757907
10663,10662.0,8.0,166.5,0.1035,1608.6956521739137
10664,10662.0,8.0,287.5,0.20915625,1374.5704467353953
10665,10662.0,8.0,36.0,0.048,750.0
10666,10641.0,5.0,19277.5,6.356421875,3032.759684472642
10667,10666.0,6.0,924.5,1.540796875,600.0141971990954
10668,10667.0,7.0,426.0,0.602390625,707.1823204419891
10669,10667.0,7.0,55.0,0.626046875,87.85284648214241
10670,10667.0,7.0,208.0,0.10290625,2021.257212268448
10671,10667.0,7.0,217.5,0.090875,2393.3975240715267
10672,10667.0,7.0,18.0,0.118578125,151.79865594940043
10674,10666.0,6.0,1625.5,1.079328125,1506.029503307903
10675,10674.0,7.0,500.5,0.20815625,2404.4437772106294
10676,10674.0,7.0,342.0,0.2054375,1664.7398843930637
10677,10676.0,8.0,229.5,0.122453125,1874.1865509761387
10678,10676.0,8.0,112.5,0.082984375,1355.6768970062135
10679,10674.0,7.0,132.0,0.07990625,1651.9358623386784
10680,10674.0,7.0,206.5,0.02159375,9562.952243125907
10681,10674.0,7.0,183.0,0.056515625,3238.0425767210395
10682,10674.0,7.0,261.5,0.50771875,515.0489321105435
10683,10666.0,6.0,3172.0,1.01,3140.5940594059402
10684,10683.0,7.0,916.0,0.0910625,10059.025394646533
